squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
84969,60,0,0,18,27554,5,1,2007,0,1,1239,4432,281,0,4,8582112
41565,8,0,0,72,89056,5,6,2002,1,1,1783,9281,774,1,5,4422301
18455,40,1,0,70,45805,1,2,2002,1,0,5282,2646,251,0,3,1497781
75222,86,0,0,37,24289,7,1,1992,0,1,9997,464,894,0,8,7216702
79913,30,1,0,54,14711,3,1,2012,1,0,6633,9156,841,0,1,7166068
104144,31,0,1,18,15556,10,3,1997,0,1,792,775,663,0,3,9935946
39651,68,1,0,66,61879,10,8,1992,0,0,7822,9456,214,1,9,4321486
22693,47,0,0,19,32231,3,1,2009,1,0,6341,3534,299,1,6,1595348
20322,23,1,1,97,70810,1,5,2008,0,1,8509,5309,274,1,1,1950715
46845,17,1,0,39,50579,10,7,1994,1,0,8626,5343,481,0,0,4769090
15454,55,1,1,4,50791,6,6,1997,0,0,6810,6176,582,1,9,1224005
37094,54,0,0,20,43137,8,4,1991,0,1,2494,1546,732,1,6,4073742
95945,5,0,0,28,23319,7,5,1998,1,0,9564,8367,982,0,9,9607925
80380,29,0,1,23,64195,3,4,2012,1,1,4040,3367,514,0,10,7751111
44481,1,1,0,74,83638,9,8,2005,1,0,9429,6502,454,0,9,4010030
25468,54,1,1,64,46472,7,2,2016,1,1,4916,9183,185,0,0,3772287
45978,48,1,0,52,12138,3,5,2020,0,1,6114,2484,521,0,6,4365610
42978,41,1,0,98,77785,8,5,2014,1,0,3246,5869,220,0,7,3914095
59216,77,0,1,97,20933,10,4,2010,0,0,186,706,645,0,4,5986155
59298,83,0,0,8,99262,3,6,2005,1,1,9723,731,564,0,6,6870276
28179,57,1,0,76,63722,1,4,1991,1,1,1877,3856,169,0,3,3281105
60281,56,1,0,17,62893,2,9,1992,1,0,7818,7858,828,0,5,6484358
84512,19,1,1,35,7134,3,3,2008,1,1,4260,9025,970,1,2,8579918
68576,60,1,0,95,63387,3,9,2014,0,0,8882,6064,515,0,8,6401263
14645,71,1,0,98,94910,9,6,1993,1,0,7013,7784,260,0,7,558233.3
61598,13,1,0,91,27099,9,1,2005,0,0,6608,8973,752,0,10,6369224
59695,13,1,1,25,68206,4,4,2003,0,0,4099,5024,936,0,3,6581870
9331,33,0,0,72,61648,3,4,1995,0,1,3114,1258,264,1,9,24903.5
67957,8,1,1,85,59831,8,5,1992,0,1,8673,9097,113,1,1,7110780
73416,58,1,1,18,29919,5,7,1996,1,1,5402,4479,238,0,7,7144188
53455,47,1,1,25,75402,8,6,2015,0,0,5656,9164,294,0,1,5082228
76553,9,1,1,64,40594,3,10,1996,1,0,8973,4891,841,1,6,6693428
101198,93,0,1,55,37363,3,9,2000,0,0,8094,6642,277,1,3,9891747
18268,64,1,1,14,77134,2,10,2016,0,0,71,6680,403,1,8,766084.6
3516,7,1,1,32,14698,7,4,1995,1,1,8067,9483,126,0,4,244693.5
64938,78,1,0,36,12334,3,4,1992,1,0,3271,9794,446,0,8,6051726
54770,92,0,0,90,96283,8,9,2014,1,0,8810,4176,431,0,0,4987309
46480,91,0,0,64,83482,10,8,2002,1,1,5840,5680,863,0,8,5509560
1135,41,1,0,5,61621,7,3,2004,0,1,2201,3857,590,1,0,415539.4
30293,1,1,0,27,74522,3,10,1993,0,0,6582,6453,130,1,1,2612873
11704,75,0,0,14,62714,4,4,1994,1,0,5740,3187,249,1,0,882149.4
82544,67,0,1,28,64669,1,4,2002,1,1,695,5687,853,0,4,7398049
29689,99,1,1,47,96227,10,5,1992,1,1,7025,2844,222,1,3,2740279
39119,20,0,0,31,62726,1,10,1997,0,1,8643,9785,950,0,10,4051744
57931,84,1,0,36,14479,5,4,1995,1,0,1596,9021,875,0,0,5992939
90689,39,1,1,2,58600,6,8,2020,1,1,16,2045,456,1,0,9409701
18522,8,1,1,55,73239,6,7,1993,1,1,123,4385,310,1,10,1267762
23677,36,0,1,97,82682,5,4,1998,1,1,6202,3903,934,1,0,3109492
36234,63,1,1,13,83625,9,10,2007,0,1,150,5804,468,0,5,3660632
77547,39,0,0,28,50793,8,10,1997,1,0,3735,3329,127,1,9,8608791
63778,77,0,1,23,82453,7,5,2003,1,1,8195,5872,117,0,3,6931856
6649,27,0,1,50,59574,7,1,1994,1,0,324,8718,117,0,9,1859453
5964,6,1,0,66,57475,8,9,2003,1,0,5338,2127,699,1,4,2085131
57929,35,1,1,59,99804,4,6,2019,1,0,7920,5846,392,1,2,6251578
57073,47,0,1,88,58521,7,5,1998,1,0,3065,7959,598,0,5,4698914
17504,57,0,1,95,6785,10,4,2014,1,1,7255,1332,676,1,10,3015133
46663,41,1,0,37,47021,5,2,2015,1,0,1738,91,880,0,7,4996364
43689,7,0,0,76,71965,8,2,2001,1,1,9113,2206,866,0,0,4521845
25615,57,1,1,77,37707,6,5,1991,0,1,8732,150,893,1,5,3093222
78525,84,0,0,9,70356,5,6,1994,1,0,7624,8946,945,0,0,7938510
64265,2,0,0,56,78805,4,1,1999,0,1,3758,6701,459,1,4,6277935
32976,16,0,0,61,76915,2,5,1994,1,0,4939,6528,897,0,3,2772081
30798,66,0,0,55,21052,2,9,2004,0,1,4988,6075,373,0,10,4128996
91654,92,0,1,58,66142,1,10,2015,1,1,7803,8712,194,1,10,9740401
43762,43,1,1,55,93096,6,1,2018,1,0,9444,9785,763,1,2,5174600
34870,32,0,0,87,3454,10,6,2008,0,0,1821,2943,820,0,10,3477144
93803,10,1,0,47,967,9,8,1995,1,1,5643,5828,626,0,6,9512613
49027,1,0,1,48,93033,1,9,2007,0,0,7723,2912,256,0,10,4389982
23517,100,1,0,51,44771,4,4,1994,1,0,9298,299,443,0,0,3007467
18432,27,1,0,94,4317,7,4,2004,1,0,746,1218,335,0,1,1849838
74402,20,0,1,64,11907,6,7,1993,0,1,6994,3415,333,0,7,6214464
49459,22,0,1,60,40486,9,5,2015,1,1,5663,1056,676,0,6,4729673
75886,90,0,1,82,52593,3,6,2019,0,0,9819,236,659,1,10,7023964
108041,51,1,0,57,20189,9,4,2003,1,0,1107,9489,253,0,6,9820802
43077,90,0,0,79,16995,8,6,2021,0,0,4056,6690,869,0,1,4968256
16231,50,0,1,94,8250,1,8,2017,1,0,4426,829,944,1,2,1298332
54924,1,0,1,55,17733,4,5,2020,0,0,3074,9350,527,0,5,5106401
23928,51,1,1,3,78591,6,4,2017,0,0,8995,6202,648,0,8,2397990
39571,56,0,0,14,17351,2,2,2003,1,1,8309,9113,832,0,1,5249917
38196,9,0,0,75,84708,2,3,1994,1,1,2134,1180,148,1,3,4508808
84164,76,1,0,17,23351,6,10,1993,0,0,88,9958,390,1,9,9301814
69101,54,0,0,80,67649,5,8,1991,1,1,373,5835,305,0,5,7425231
82116,30,0,0,82,2322,3,2,1994,1,1,3862,9881,810,1,5,7895225
21749,93,0,0,62,28170,5,1,2011,1,0,8154,7439,534,0,0,2010580
15487,57,1,0,82,51357,4,5,1993,1,0,9534,1260,141,1,9,2062412
39908,21,1,1,7,85490,8,1,2020,1,1,7207,8746,971,0,4,5609201
22639,77,0,1,18,12386,7,2,1999,1,0,8922,6615,874,0,6,1799968
89072,65,1,0,58,17757,9,3,2009,0,1,8015,4231,635,0,6,8774357
6628,55,1,0,17,28605,10,7,2018,1,1,2647,7509,550,0,8,192392.8
68193,37,0,1,56,58125,8,5,2013,0,0,730,5891,373,1,2,7030790
8516,1,0,1,89,3174,10,1,1997,1,1,4110,3162,737,1,10,92149.7
10085,94,0,1,8,35621,5,7,2020,1,0,7327,5343,174,0,1,1574872
96160,46,1,0,66,20156,10,9,2015,0,0,9245,1854,582,1,3,9572316
69075,14,0,1,55,81382,8,9,2010,0,1,7174,2673,933,0,7,7750400
9197,20,1,1,40,15050,4,5,2011,0,1,2333,792,593,0,2,1031519
62669,86,1,0,77,18297,6,9,2020,1,0,4874,2497,336,1,8,6073096
84638,10,1,0,93,2487,8,3,2015,0,1,6650,5840,240,0,7,7857623
101686,3,1,0,46,18812,5,2,2015,1,0,3855,718,946,1,2,9752391
91541,89,1,0,20,64556,5,7,2009,0,0,7461,3116,719,1,0,8802788
2876,68,0,0,82,83097,4,5,2009,1,1,8405,9851,570,0,10,233193.9
71564,85,1,0,38,57449,7,6,2001,0,1,1527,2131,902,0,0,7924190
89396,30,1,1,16,61974,10,2,1993,0,1,1993,2997,662,0,3,9206149
761,59,1,1,49,34249,7,4,2013,0,0,5051,8101,267,1,4,939693.3
25711,77,1,1,27,47332,3,1,2008,1,0,2785,4091,472,0,9,2450306
73879,95,0,0,70,5134,7,3,1994,1,0,1725,931,491,0,4,7955812
49639,73,0,1,76,54711,7,5,1997,0,0,4896,3623,395,1,1,4281200
21447,47,1,1,92,89782,2,7,2018,0,1,4976,8539,851,1,5,995999
21291,54,1,0,54,3832,7,9,2020,0,0,8979,8424,470,1,3,3214135
101712,50,0,0,59,5353,3,6,1999,1,1,688,9514,542,0,0,9408517
68323,72,1,1,83,77004,10,5,2007,1,1,7233,3587,821,1,1,6966859
23346,66,1,0,11,61725,4,8,1992,0,1,9319,324,554,0,2,2657678
25790,89,0,1,92,75768,3,6,1996,1,0,6063,4900,976,1,7,2547998
79241,27,1,1,82,99255,1,9,1994,1,1,6131,7455,288,1,9,7124603
70853,55,0,0,52,16803,5,1,2007,1,1,2078,1127,908,0,5,6107864
102820,30,1,1,30,27212,5,5,2012,1,1,981,7570,368,1,10,9990519
20862,44,1,1,5,17015,5,4,1990,1,1,777,1759,846,0,10,1331480
41056,95,1,1,89,29754,4,6,2006,1,0,4407,3668,868,1,0,4899954
36192,79,1,0,96,415,8,8,2009,1,0,1746,6993,908,0,0,3340953
91120,76,0,0,74,52582,2,9,2004,1,0,2634,5430,439,1,6,8404534
82727,94,1,1,84,17688,6,10,1996,0,0,4499,8758,756,0,3,7835568
47015,50,1,1,82,51550,2,1,2011,0,1,885,2918,601,1,10,4412924
52652,60,1,1,75,90933,4,2,2021,1,1,9112,2741,698,0,2,5869809
102810,10,0,0,10,49175,9,7,2007,0,1,8566,3105,703,0,5,9665400
13143,90,1,1,75,50736,3,8,2012,1,0,2223,8313,503,0,4,1486944
7272,43,1,0,65,38473,2,9,2001,1,0,8472,1206,601,0,2,147883.1
79522,96,1,0,11,42670,8,5,1998,0,0,5989,4154,674,0,2,7735886
7411,81,0,0,11,14485,5,3,1997,0,1,9433,965,847,0,8,1501634
92056,1,1,1,49,85915,10,8,2009,1,1,4949,406,421,0,9,9526438
74031,24,0,0,22,32640,9,9,1996,0,1,2289,994,847,1,7,8137392
45414,90,1,1,66,37390,4,7,1992,0,1,7369,4787,393,0,2,4156089
53433,60,1,1,10,59443,7,6,2005,1,0,8228,8605,600,1,7,5034905
102274,68,1,0,41,35209,10,2,1995,0,1,9355,3902,792,0,1,9376961
4068,81,1,1,88,25563,3,7,2008,1,1,3178,8414,917,1,3,793231.8
26671,97,0,0,16,82718,10,8,2010,1,0,4205,5925,884,1,5,3221628
50400,73,1,0,83,49934,1,9,2009,1,0,168,5013,636,1,6,4826198
45987,41,0,1,98,57787,9,1,2021,0,0,9604,8905,800,0,2,4117553
53507,32,1,1,24,9075,6,5,1993,0,1,1706,8687,125,1,5,5893050
58255,68,0,1,28,63814,2,8,2006,1,0,6158,5894,487,1,6,6249164
60708,95,1,1,36,72693,3,2,1999,1,1,7265,5530,919,1,3,5883528
11141,16,1,0,93,2754,5,9,2011,1,1,1566,4555,206,1,2,1629262
43460,11,1,0,74,86718,7,2,1998,1,1,3714,8402,878,1,8,4367671
50496,2,0,1,60,51857,8,3,1996,0,0,3637,9555,892,0,3,4722449
13074,25,1,1,68,39897,6,7,2020,1,1,3579,7266,638,1,8,1380663
58123,19,0,0,6,74931,10,8,2006,0,0,9758,4615,122,0,3,7161572
87773,15,0,0,33,56083,8,3,2012,0,0,8522,1529,142,1,9,9839389
57863,5,0,1,97,63722,1,3,1995,1,0,9895,4313,955,1,0,6825072
54083,26,1,1,24,2884,5,10,2014,0,1,8363,633,767,1,8,5986594
3429,29,1,0,83,36744,1,7,2009,1,1,2878,6963,778,0,9,737321.9
77056,24,1,1,51,46056,2,2,1993,1,0,9871,7235,919,0,8,7650557
46398,81,0,1,97,49011,6,3,2015,0,0,2837,1860,737,1,2,3762195
38659,25,1,0,59,76782,8,10,2019,1,1,1757,404,892,1,9,3478806
79663,59,0,0,20,25296,9,4,2019,1,1,9263,3842,424,0,6,7440101
15156,35,1,1,81,21584,7,6,2004,0,1,8255,5052,912,0,10,1973278
36446,59,0,1,97,43355,10,8,2013,0,0,890,1664,285,0,0,3281271
25801,38,1,0,88,6769,4,4,1996,1,0,8833,7125,628,1,10,2646237
41162,30,1,0,97,42490,9,3,2021,0,0,1448,4179,867,0,9,4909619
95696,76,1,1,100,46863,4,9,2005,1,1,9168,6368,892,0,6,9066463
59603,33,1,0,17,94677,9,2,1990,0,1,3945,3011,602,0,9,6263134
67152,64,0,0,99,99220,3,3,2016,1,0,7897,3956,310,0,8,7767582
27988,65,0,1,61,59686,1,4,2019,0,1,6068,4341,324,1,6,3852705
49604,47,0,0,52,82154,4,10,2002,1,1,2161,1181,502,0,6,4711413
85802,95,0,0,46,54882,8,8,1991,0,1,3313,1245,602,0,4,8254778
50013,79,0,0,60,9768,4,10,1991,0,1,8819,242,860,0,4,4136401
85291,54,1,1,15,61691,2,2,2002,1,0,5925,9705,342,1,8,8119314
78731,20,0,0,72,25675,5,5,1992,0,1,8154,8404,865,1,1,8021964
80020,71,0,1,75,50613,4,2,2007,1,0,8978,4747,821,1,9,7539183
78347,94,1,0,99,64751,3,4,2009,0,0,6650,5873,367,1,0,8570791
98003,45,1,1,96,63519,3,2,2004,0,1,5170,7296,701,1,6,9753609
17914,2,0,0,98,61672,5,6,2013,1,1,2258,8059,448,0,1,1250010
76476,70,1,1,89,43424,1,10,2006,1,1,5778,3679,321,0,4,7575691
57652,59,0,0,51,81762,7,10,2020,0,1,2036,9364,430,0,0,6334323
71744,57,0,1,56,95518,4,5,2003,1,0,2072,4206,854,1,3,6972510
4455,21,1,0,61,84569,6,5,2004,0,1,707,8317,209,1,3,522823.4
4904,35,0,0,83,29281,7,6,1995,0,1,2675,6452,724,1,2,25357.5
68629,42,0,0,67,41036,9,10,2018,0,1,2198,9171,926,1,7,7008311
3631,9,1,0,29,92865,7,9,2015,0,1,4772,8706,254,1,0,274853.5
89682,30,0,0,83,5932,5,1,2013,0,1,4560,9066,604,0,9,9204212
48181,80,1,0,65,61423,7,5,2004,1,0,32,4831,928,0,0,4218597
28469,33,1,0,7,83416,6,8,2007,0,1,7208,3981,704,1,9,2614001
57123,16,1,0,3,85048,9,8,1999,1,0,8953,2066,400,0,6,6441186
76780,61,1,0,56,28659,8,2,1991,1,1,3523,1326,949,1,8,7326399
25479,89,0,0,3,54670,3,10,1994,0,1,4900,2763,159,1,5,2178244
98616,67,1,0,86,91245,10,6,2000,1,1,8019,4839,308,0,6,9878098
63421,4,0,1,36,21090,3,7,2020,0,1,3342,3609,269,1,4,6003589
11556,44,1,0,75,46594,6,5,1997,0,1,7765,4838,955,1,0,1732802
70003,4,1,0,84,38954,3,10,2010,0,1,6225,3509,966,1,5,7235083
66046,54,1,1,85,26003,6,9,2001,1,1,4839,6378,561,0,3,6497865
99491,50,1,0,41,18119,1,3,1997,0,0,6428,3543,795,0,0,9015591
80062,79,1,1,8,74838,10,7,2003,1,1,9681,8174,648,0,1,8259610
78403,91,1,1,52,94125,9,10,2006,0,0,4730,4343,649,0,1,8329439
97846,82,0,0,76,12232,10,6,1993,1,1,5627,2820,452,0,7,9927239
56763,36,1,1,30,74481,8,9,2008,0,1,4438,8213,352,0,2,5367945
6356,52,0,1,63,47543,10,3,1993,0,0,7901,9093,337,1,1,113230.3
26807,35,1,0,46,62961,10,6,2002,0,0,4559,6408,750,0,10,3061110
59620,35,1,1,25,77226,4,5,2003,0,0,273,2917,307,1,10,5843121
10206,57,0,1,62,93096,7,9,1999,1,0,7789,6915,236,0,3,222921.9
43156,39,1,0,6,13992,8,4,2009,0,1,5123,4466,821,1,2,4608589
45913,9,1,0,5,41936,2,2,2012,0,0,6220,974,208,1,8,5046193
85884,10,0,0,80,62100,9,10,2003,0,1,762,636,626,0,4,7762939
49851,58,0,0,69,99400,8,4,2005,1,1,2297,3852,708,1,8,4664183
62070,43,0,0,6,31513,7,4,1990,0,1,4602,4427,520,1,0,5944726
42818,11,0,0,10,82604,3,10,2011,0,1,3613,7184,596,1,3,5580009
46540,94,0,1,87,33257,8,9,2019,1,0,4152,5294,494,1,10,4134820
25276,91,0,0,27,33451,9,10,1997,0,1,511,9346,253,1,4,3317222
70931,69,1,1,20,73906,9,8,2009,1,0,616,2692,479,1,9,7447255
31268,57,1,1,38,39402,1,5,1996,1,1,855,4994,863,1,4,3839707
49762,54,1,1,67,75388,8,3,2014,1,0,5326,5962,394,0,10,4298904
32420,19,0,1,14,99795,9,5,2006,1,0,475,8097,606,1,10,3154798
58801,88,0,1,85,89698,2,7,1996,0,1,4763,2082,833,0,6,5258116
62250,10,0,1,50,11094,9,10,2016,1,0,7967,3729,955,1,6,6456604
17186,16,1,1,16,52126,3,4,2006,0,1,7966,8165,370,0,2,2071425
24197,75,0,0,96,78659,6,8,2015,0,1,8849,5123,523,1,1,2494175
94905,55,0,0,91,82399,5,5,1992,0,1,8821,4737,526,1,7,9479303
99227,41,1,1,79,33629,3,4,2009,0,0,4737,4438,734,0,0,8977971
59191,45,0,0,20,68512,5,3,2015,0,0,9372,603,226,1,10,5843601
60222,11,0,1,35,26195,6,7,2000,0,1,2405,6566,224,1,4,5838675
40439,53,1,1,97,76621,9,2,2013,0,1,5377,6422,312,0,8,4830162
40509,47,1,0,66,20509,8,5,2014,0,0,7836,1498,883,0,8,4776573
67221,26,1,1,46,50817,7,5,1995,0,0,4079,5605,152,0,6,7845730
50675,91,1,0,1,40419,3,10,1999,1,0,9020,6239,235,1,10,5009097
20487,41,0,0,71,6742,7,8,2018,1,0,1541,8813,674,1,1,2297113
11445,4,0,1,40,57682,2,5,2020,1,1,6717,6388,883,1,9,2124291
55301,16,1,0,77,70717,6,7,2016,1,1,3831,9632,241,0,8,6275039
72733,7,0,1,4,42344,9,3,2011,0,0,8059,5801,488,0,10,8067093
97336,85,1,1,79,63798,10,3,2006,1,0,2464,7246,983,1,7,9888650
15958,38,0,0,28,85510,8,7,2015,1,1,4011,7080,126,0,2,728182.5
97309,16,1,1,28,53733,6,5,2004,0,0,8927,3578,549,1,3,9453775
63412,70,1,1,93,61580,1,8,2020,1,0,2851,827,333,0,7,6483528
92725,62,0,0,99,21070,3,4,1996,1,0,670,739,465,1,5,8884439
56924,51,0,0,13,14627,1,8,1998,0,1,1713,4269,706,0,6,6564374
25895,50,1,0,83,64676,4,8,2015,0,1,2868,887,288,1,1,2865093
57473,37,1,0,80,46389,1,9,1992,0,1,6611,5678,291,1,3,5822076
15517,41,1,1,16,83679,10,3,1998,1,1,7295,4497,955,0,7,758883.8
19468,41,0,0,2,16923,1,3,2019,0,0,1601,3742,485,0,7,2080725
58274,32,1,1,75,37198,6,3,1993,1,0,1036,3428,278,0,6,6263271
49244,44,0,1,52,87751,9,6,1992,0,1,7181,439,615,0,4,4976284
1553,39,0,0,98,16931,5,7,2020,1,1,5778,8903,268,1,5,445510
44489,40,1,1,43,55942,1,5,2006,1,1,8432,2811,324,1,6,4185977
54025,38,1,1,39,96819,4,4,2020,1,0,5929,2894,395,0,7,5501061
93530,54,0,1,6,71845,10,8,2004,1,1,1153,4342,890,1,10,9916505
18128,3,0,1,80,61595,3,6,2016,1,0,1861,1310,170,0,7,1447463
97870,7,1,1,85,73684,10,5,2014,0,0,7473,5243,732,1,9,9949047
24620,25,1,0,11,33897,6,6,2003,0,1,8307,1056,514,0,6,1829349
69838,28,0,0,84,28574,2,8,2008,0,0,830,7908,444,1,0,6577876
8418,39,1,1,13,85846,2,5,2017,0,0,399,1799,504,1,9,1089894
76447,87,1,0,96,694,4,5,2000,1,0,4293,4803,501,0,8,7043207
51710,48,0,0,75,80431,7,10,1994,1,1,6655,9072,897,1,10,5283991
64583,44,1,1,46,21433,9,10,1992,0,0,8876,4933,105,1,8,7491777
12231,87,1,1,69,61256,1,8,2003,0,0,2572,3787,553,0,9,1347413
64230,24,0,0,83,17327,3,6,2004,0,0,5586,1906,106,1,9,6357583
29675,7,1,0,72,78380,8,5,1997,1,0,134,5758,515,1,2,2799544
85161,60,0,1,37,86183,6,9,2016,0,1,3970,4851,350,1,10,8303827
26654,38,0,0,55,74600,10,9,2010,0,1,6202,4233,198,0,2,3364845
16749,77,1,1,53,89584,9,8,2005,0,1,7434,6089,854,0,10,890627.5
15259,43,0,1,54,53674,4,8,1994,0,1,610,3674,394,1,2,801235.4
103544,58,1,1,18,88815,3,5,2021,1,0,3504,4834,539,1,1,9417426
21019,91,1,1,62,95536,9,10,1999,0,1,8805,3156,726,1,6,1486896
7387,19,0,1,23,58220,1,10,1995,0,0,7503,9157,728,1,3,1552280
64248,70,1,0,50,27286,8,2,2009,0,0,5225,546,389,0,4,6085531
74599,89,0,1,49,20678,4,10,2001,0,0,7570,7903,641,1,5,7842442
38949,47,0,1,91,94840,6,8,1992,0,1,6947,9309,621,0,10,4486680
52832,98,0,0,84,8864,6,1,1990,1,1,5400,3533,875,1,6,4800751
39607,58,0,0,12,44690,1,3,2004,0,0,6521,9134,677,0,6,3777944
71939,32,0,1,1,16865,7,8,1993,0,1,4430,3041,639,1,5,6496145
60405,50,0,0,64,81436,4,2,1990,0,1,4103,6512,668,1,3,6504500
71099,3,1,0,44,66416,1,6,2009,0,1,3615,4043,638,0,3,6578031
86914,50,1,0,32,56996,1,7,2018,0,0,9300,4271,242,0,8,9029812
1999,2,0,0,10,45952,7,1,1997,1,0,9610,6846,918,0,8,424201.7
81491,47,1,1,19,41275,5,4,2006,0,1,7835,8823,310,1,2,9851414
44331,35,1,1,62,5601,7,3,2005,0,1,7503,8481,774,1,8,4353309
5038,30,0,0,10,35491,9,2,1991,0,0,9587,1716,959,1,0,212036.1
72940,90,1,1,19,27990,7,10,2004,0,1,1432,4489,544,1,9,8020440
89859,89,0,0,40,38298,3,10,1990,1,1,4592,8562,369,1,1,9946696
24597,67,1,0,75,50682,10,3,2005,1,0,430,2294,758,1,7,1825014
70798,59,0,1,73,6817,2,2,2003,1,0,5896,9919,718,1,6,7622747
46893,15,1,1,14,44365,2,9,2001,1,1,1870,7534,386,1,9,5023695
33339,33,0,0,29,59422,3,7,2001,1,0,2968,2079,903,0,8,4845064
45073,3,0,1,64,82521,2,3,2021,0,1,5056,9778,526,1,9,4899111
88907,84,0,1,14,63857,3,4,2003,0,1,3065,388,494,1,10,9145256
21231,66,0,0,44,11710,9,3,2011,1,0,1239,8023,891,0,1,2303261
66461,53,0,1,6,44580,5,10,1997,0,1,3727,6350,840,1,6,5128269
88964,58,0,1,55,84458,8,7,2004,0,0,2445,9296,721,1,9,8922357
54632,92,0,1,93,795,8,7,2017,0,0,5805,904,540,0,9,5382245
10048,35,1,0,18,321,9,3,1991,1,0,4255,2350,300,1,0,736778.1
29255,22,0,1,84,6420,7,1,2019,0,1,7546,3371,395,0,9,4137948
72376,88,1,0,13,77053,10,3,2011,0,0,1982,7017,153,1,7,7791744
53897,55,0,1,73,48720,10,9,2013,0,1,3357,9036,623,0,4,4392903
104339,72,1,0,59,71038,4,1,2009,0,1,2751,8348,527,0,0,9480979
35946,86,1,1,14,1448,4,8,1993,1,0,8649,7495,769,0,6,3346474
64718,80,1,0,48,20532,5,2,1995,0,1,8366,3590,852,1,8,7037868
83186,31,1,0,79,85473,3,8,2009,0,0,8350,3424,826,0,8,8873889
76890,32,1,1,61,22236,1,7,2014,0,1,6018,7718,643,0,9,6719353
93751,22,0,1,18,64051,4,4,2021,1,1,4762,8678,172,1,8,7766212
72754,38,1,0,13,48522,5,2,2013,0,0,285,3733,882,0,9,7224786
13474,96,0,0,70,3972,6,1,1996,1,1,2670,3572,872,0,9,1144927
74466,22,0,0,24,47940,7,9,2012,0,0,5869,2240,209,1,6,8099596
50723,33,1,0,87,18849,3,9,2002,0,0,8173,6719,913,1,1,4823355
57837,83,0,0,97,76970,9,7,2021,1,0,1613,2572,146,1,9,5661754
104426,30,1,1,6,73763,10,4,2005,0,1,9186,75,132,1,5,9614174
25210,24,0,1,24,2000,4,6,2011,0,1,3055,3497,107,1,10,2433732
10459,2,0,1,93,67957,4,9,2003,0,1,8268,4194,285,1,5,437510.3
70480,30,1,0,64,32695,3,8,2020,1,1,2579,3894,828,1,2,6686180
85523,10,1,0,13,66055,2,10,2005,0,1,8386,3445,692,0,4,9499485
11451,30,0,1,11,26066,5,9,2006,1,0,3768,79,755,0,10,91607.6
39763,30,1,0,66,5540,6,8,2001,0,1,224,802,474,1,1,3488113
9067,10,0,1,31,87645,4,6,2020,1,0,31,6050,447,1,5,218851
79790,98,1,0,27,97638,4,9,2021,1,1,5976,31,899,1,6,6779207
75457,10,1,1,10,87834,7,6,2018,1,1,6797,5738,739,1,9,7164907
57907,58,0,0,79,20132,3,2,1991,1,1,1566,2214,998,1,9,5720345
17876,17,1,0,28,24388,3,6,2021,1,1,8327,911,668,1,0,1741689
85412,70,0,1,26,10894,5,1,2009,0,1,4251,1402,802,1,5,8327205
45622,2,0,1,69,63116,5,2,2009,0,1,7247,592,478,1,3,5304645
9092,43,1,1,75,10731,3,6,1993,1,1,3932,2422,947,0,10,778906.3
3318,55,1,0,37,30805,8,9,2018,1,1,1638,986,442,1,0,580548.8
53504,10,1,0,41,97159,4,5,2013,1,1,9057,4582,539,0,10,4864666
48836,76,0,0,49,29508,8,1,2009,0,1,6497,693,563,1,9,5339538
75878,14,0,1,53,26609,7,5,2010,1,1,8634,9299,366,0,2,6432468
4002,71,0,1,85,10121,9,8,1997,1,1,8735,9362,744,0,7,112100.7
47517,49,1,1,23,56118,10,5,1995,0,0,3771,5179,427,1,5,4715613
99927,24,1,1,18,10876,8,9,1991,0,1,7478,323,697,0,0,9339277
862,75,0,0,24,7493,4,10,2021,1,1,782,9569,423,1,1,47729.1
79401,31,0,1,23,95466,5,10,1998,1,1,469,5441,273,0,9,8357925
28072,45,1,0,22,40860,1,10,2014,1,1,8498,7641,347,1,7,2957883
36338,58,0,0,19,89065,6,9,1993,1,0,8710,1880,447,1,6,4713098
2598,57,1,1,87,70247,2,10,2021,0,0,8671,4731,968,1,4,1021567
4914,94,0,1,22,12872,9,10,2005,1,0,1493,2457,183,1,0,791050.5
11570,29,0,1,47,14297,4,4,1999,1,1,228,5644,935,1,6,1012698
42611,19,0,0,44,5352,4,5,2002,0,1,5237,6170,374,1,8,4674204
80196,99,1,1,51,25972,2,9,2008,1,0,2445,9209,543,1,4,8720191
71263,67,0,1,72,20823,3,6,2015,0,0,3396,5127,332,1,0,8283122
18400,39,1,0,14,80876,3,5,2010,0,1,6109,5775,990,0,7,1081568
15543,87,1,1,74,94427,3,6,2002,0,0,9076,8573,860,0,1,2232279
25631,85,0,1,79,97904,5,5,2008,0,0,2770,5752,758,0,9,1702894
21080,29,0,1,2,63250,6,1,1995,0,1,4631,1054,775,0,7,1655916
60993,39,0,0,19,52578,7,9,2010,0,0,5126,7453,126,0,2,6480866
66832,57,1,1,5,16171,10,10,2021,0,1,5453,1421,722,0,1,7340882
18556,54,1,0,56,90874,2,10,2012,0,1,3072,397,757,1,0,1722992
50005,47,1,0,9,93881,5,5,1999,1,0,6946,8394,631,0,9,4777886
29888,64,1,1,13,62590,1,7,2011,0,1,1042,4136,936,0,2,3082381
23740,94,0,1,99,83447,8,8,2004,0,0,9676,8321,539,1,9,2427944
